0,43.1027782,141.3182636
1,43.1058448,141.3446498
2,43.0627478,141.3569106
3,43.0585547,141.3579686
4,43.0528946,141.3602387
5,43.0564418,141.3585053
6,43.0557528,141.3533755
7,43.0561338,141.3637738
8,43.0840046,141.4562889
9,43.0845351,141.4419515
10,43.0943417,141.442371
11,43.0943851,141.4323903
12,43.0754806,141.4022369
13,43.063582,141.3272725
14,43.0680798,141.360336
15,43.0503059,141.4349689
16,43.0675682,141.3851937
17,43.0959828,141.4192794
18,43.0756898,141.3466416
19,43.0732271,141.3962625
20,43.0796731,141.3760407
21,43.0819045,141.3745904
22,43.0826511,141.3811168
23,43.08271,141.3815625
24,43.0860083,141.3860674
25,43.0992546,141.3885118
26,43.0889311,141.3991362
27,43.0922672,141.3910211
28,43.0860059,141.4062266
29,43.0909235,141.4099935
30,43.1301655,141.4400295
31,43.1259064,141.4121881
32,43.117199,141.4330398
33,43.1123961,141.4265574
34,43.0907652,141.4172496
35,43.1019234,141.4184829
36,43.1080668,141.4323816
37,43.0976566,141.4151979
38,43.1231711,141.4139996
39,43.0778284,141.4046861
40,43.0949986,141.4131543
41,43.0930242,141.416954
42,43.0948318,141.4226087
43,43.0989338,141.4255881
44,43.0978276,141.4060182
45,43.0973148,141.4010374
46,43.0658968,141.3794859
47,43.0667528,141.3787875
48,43.0641488,141.3495587
49,43.0650673,141.3562806
50,43.0667562,141.3505071
51,43.0618857,141.3501274
52,43.0697617,141.3465309
53,43.0599498,141.3506182
54,43.0681817,141.4012109
55,43.0646009,141.4047587
56,43.0525015,141.4034631
57,43.0665479,141.3489551
58,43.1043872,141.3940668
59,43.1141306,141.4015105
60,43.1079381,141.3906914
61,43.1054388,141.3904927
62,43.1285159,141.4187318
63,43.0932096,141.3883955
64,43.0943357,141.383276
65,43.0781108,141.3644571
66,43.0723044,141.365223
67,43.0743018,141.3863234
68,43.070888,141.3548164
69,43.0717369,141.3610858
70,43.0733588,141.3827349
71,43.1174084,141.4211475
72,43.1139123,141.4179882
73,43.1173694,141.4067347
74,43.1048503,141.4111667
75,43.0763328,141.3877507
76,43.0712528,141.3725936
77,43.0797437,141.3921017
78,43.041868,141.4292237
79,43.0528299,141.4243923
80,43.0539669,141.4142287
81,43.0493246,141.4093956
82,43.0719508,141.4076261
83,43.0628064,141.407683
84,43.0640205,141.3662955
85,43.0611787,141.3671424
86,43.0553621,141.379666
87,43.0481888,141.3915711
88,43.0579519,141.3719479
89,43.0532357,141.3772337
90,43.0513931,141.376803
91,43.0535683,141.3732877
92,43.0553817,141.3751575
93,43.0558198,141.4257383
94,43.0496698,141.3884668
95,43.0675785,141.4084613
96,43.0560501,141.3966904
97,43.088608,141.4137102
98,43.1134369,141.3701896
99,43.0868926,141.4036988
100,43.0834769,141.4042846
101,43.0672447,141.3722876
102,43.0938783,141.3523291
103,43.0946108,141.3784551
104,43.0910871,141.3497741
105,43.1204999,141.4117326
106,43.1010136,141.3981963
107,43.0842006,141.4101164
108,43.0864082,141.3971885
109,43.08781,141.3937019
110,43.0653669,141.3762231
111,43.0640213,141.3730925
112,43.0599911,141.3692971
113,43.0569778,141.3676825
114,43.0521244,141.3636655
115,43.0414319,141.3605108
116,43.0388684,141.3586942
117,43.0289667,141.3563639
118,43.0347875,141.3569964
119,43.0262305,141.3547874
120,43.0168967,141.3545529
121,43.0303037,141.3538782
122,43.0346028,141.3539118
123,43.0488414,141.3585114
124,43.0516,141.3710629
125,43.0471058,141.3225637
126,43.054321,141.3160858
127,43.0577002,141.3153233
128,43.0650638,141.3140542
129,43.0691035,141.3164877
130,43.0751889,141.3190894
131,43.0816862,141.3247113
132,43.0813462,141.3300905
133,43.0814144,141.3451946
134,43.077898,141.3460817
135,43.076883,141.3992066
136,43.0804593,141.3638718
137,43.0788718,141.3520953
138,43.0558636,141.405003
139,43.0525949,141.4105794
140,43.0476806,141.4190421
141,43.093886,141.4122975
142,43.0750252,141.3792333
143,43.0585619,141.3992467
144,43.0644925,141.3885637
145,43.0664719,141.3666582
146,43.0746248,141.3646283
147,43.0611978,141.3454911
148,43.0518122,141.3423012
149,43.0605561,141.3407818
150,43.0925826,141.3607976
151,43.077167,141.3711531
152,43.085798,141.3781999
153,43.086461,141.3805186
154,43.0956645,141.3860353
155,43.0990083,141.3849133
156,43.100686,141.3859614
157,43.0951819,141.3994188
158,43.0937722,141.4028637
159,43.0619409,141.3853541
160,43.0552258,141.3705481
161,43.0515235,141.3663
162,43.057942,141.3777336
163,43.0533116,141.3683201
164,43.0765277,141.3528258
165,43.1617643,141.3534432
166,43.1184963,141.3436878
167,43.103368,141.4008811
168,43.1004903,141.4081983
169,43.0985482,141.4127527
170,43.071001,141.359624
171,43.0770399,141.3565172
172,43.0792335,141.355967
173,43.1042597,141.3763504
174,43.1001135,141.3323893
175,43.0827795,141.3223118
176,43.093946,141.3033293
177,43.1007642,141.3089739
178,43.0837296,141.3298185
179,43.0873906,141.3273622
180,43.0652595,141.3395985
181,43.067384,141.3390766
182,43.0597103,141.3345531
183,43.0698196,141.3319925
184,43.064413,141.333362
185,43.0583503,141.3198328
186,43.0680697,141.3082996
187,43.0810777,141.3086145
188,43.0728888,141.2996562
189,43.0870261,141.3151394
190,43.0925623,141.3202405
191,43.1005812,141.3403457
192,43.0695744,141.40369
193,43.0705765,141.4057776
194,43.0487453,141.364633
195,43.0485664,141.3621821
196,43.0499586,141.3218179
197,43.0624327,141.3188419
198,43.0609897,141.308075
199,43.0633168,141.3031242
200,43.1026969,141.3910215
201,43.1686931,141.4100851
202,43.1677049,141.3280102
203,43.1652759,141.3497714
204,43.1653087,141.3500408
205,43.1637787,141.3544521
206,43.1502824,141.3709409
207,43.1475506,141.3663171
208,43.1427186,141.3657795
209,43.135155,141.3743149
210,43.1172243,141.3961969
211,43.158764,141.3530534
212,43.1586072,141.3598035
213,43.152661,141.3604978
214,43.1438827,141.3727776
215,43.1386089,141.3694219
216,43.1220229,141.3711549
217,43.1138415,141.3736203
218,43.1101483,141.3803255
219,43.1107071,141.3512196
220,43.1098513,141.3452147
221,43.0743923,141.4413776
222,43.0540612,141.4402644
223,43.0496192,141.4388984
224,43.0704615,141.330499
225,43.0749844,141.3240764
226,43.0730364,141.3348324
